SNID,norm_MJD,1stDet,MJD,BAND_r,BAND_i,BAND_g
b'2486049',59187,59161.44,59187.42,16.13201332092285,16.065235137939453,16.28157615661621
b'2486049',59188,59161.44,59188.295000000006,16.139842987060547,16.09281349182129,16.304275512695312
b'2486049',59189,59161.44,59189.37,16.153884887695312,16.075084686279297,16.35650634765625
b'2486049',59190,59161.445,59190.342599999996,16.167062759399414,16.113317489624023,16.38418197631836
b'2486049',59191,59161.44,59191.3925,16.18671417236328,16.111146926879883,16.43631362915039
b'2489358',59129,59127.387,59129.43659999999,16.204994201660156,16.410465240478516,16.164220809936523
b'2489358',59131,59127.387,59131.4874,16.025035858154297,16.140857696533203,15.950239181518555
b'2489358',59132,59127.387,59132.55,15.977654457092285,16.048669815063477,15.95964241027832
b'2489358',59134,59127.387,59134.10966666666,15.970139503479004,16.05331802368164,15.941349029541016
b'2489358',59135,59127.387,59135.42,15.975624084472656,16.061843872070312,15.976103782653809
b'2489358',59136,59127.387,59136.41966666666,16.00100326538086,16.077211380004883,16.034700393676758
b'2489358',59138,59127.387,59138.380833333336,16.029775619506836,16.16415023803711,16.05672836303711
b'2489358',59139,59127.387,59139.38,16.00312042236328,16.175065994262695,16.107769012451172
b'2489358',59140,59127.387,59140.357166666676,16.016921997070312,16.191694259643555,16.11479949951172
b'2489358',59142,59127.387,59142.3412,16.03434181213379,16.189754486083984,16.129558563232422
b'2489358',59143,59127.387,59143.3775,16.06183624267578,16.194538116455078,16.166471481323242
b'2489358',59144,59127.387,59144.407400000004,16.067913055419922,16.191741943359375,16.18209457397461
b'2489358',59145,59127.387,59145.37,16.03959083557129,16.16811752319336,16.19818878173828
b'2489358',59146,59127.387,59146.33533333333,16.04686164855957,16.153074264526367,16.188533782958984
b'2489358',59147,59127.387,59147.48,16.036602020263672,16.17943572998047,16.216339111328125
b'2489358',59148,59127.387,59148.53,16.069650650024414,16.16680145263672,16.247844696044922
b'2489358',59156,59127.387,59156.4456,16.174346923828125,16.269575119018555,16.51136016845703
b'2489381',59220,59215.49,59220.63,19.281776428222656,19.199668884277344,19.8389892578125
b'2489381',59221,59215.49,59221.56716666667,19.31618881225586,19.299762725830078,19.75545883178711
b'2489381',59222,59215.49,59222.58,19.414440155029297,19.513221740722656,19.58030891418457
b'2489381',59226,59215.49,59226.63,20.3740177154541,19.977964401245117,20.686731338500977
b'2489381',59228,59215.49,59228.662500000006,20.1143856048584,19.936107635498047,20.820703506469727
b'2489381',59230,59215.49,59230.1705,19.897985458374023,19.89447593688965,20.482215881347656
b'2489381',59231,59215.49,59231.473,19.755979537963867,19.972152709960938,20.655275344848633
b'2489381',59235,59215.49,59235.47,20.052845001220703,19.755083084106445,20.717178344726562
b'2489427',58975,58962.34,58975.42,19.775203704833984,19.788593292236328,19.674924850463867
b'2490975',59291,59262.363,59291.41,20.584360122680664,20.587886810302734,20.894624710083008
b'2491504',59359,59358.266,59359.29,18.61638069152832,18.801639556884766,18.439842224121094
b'2491504',59362,59358.266,59362.345,18.671953201293945,18.70305824279785,18.900924682617188
b'2491504',59363,59358.266,59363.313833333326,18.54947280883789,18.58560562133789,18.68728256225586
b'2491504',59364,59358.266,59364.26,18.42321014404297,18.47551727294922,18.612199783325195
b'2491504',59367,59358.266,59367.259,18.01963996887207,18.04000473022461,18.262161254882812
b'2491504',59372,59358.266,59372.265,17.729141235351562,17.626195907592773,18.022844314575195
b'2491504',59374,59358.266,59374.2675,17.598251342773438,17.52897071838379,18.062284469604492
b'2491504',59377,59358.266,59377.27,17.550853729248047,17.531747817993164,17.93837547302246
b'2492129',59172,59172.39,59172.38999999999,20.76119613647461,20.538705825805664,20.542343139648438
b'2492129',59173,59172.39,59173.39,18.368473052978516,18.386520385742188,18.0323486328125
b'2492129',59183,59172.39,59183.39,15.770283699035645,15.72457504272461,15.798885345458984
b'2492129',59184,59172.39,59184.244666666666,15.786865234375,15.70351505279541,15.809839248657227
b'2492129',59185,59172.39,59185.23,15.778809547424316,15.725373268127441,15.849702835083008
b'2492129',59187,59172.39,59187.42,15.808469772338867,15.73896312713623,15.904115676879883
b'2492129',59188,59172.39,59188.295000000006,15.822656631469727,15.746124267578125,15.899323463439941
b'2492129',59189,59172.39,59189.37,15.829046249389648,15.790643692016602,15.939541816711426
b'2492129',59190,59172.387,59190.342599999996,15.840250015258789,15.765875816345215,15.950016975402832
b'2492129',59191,59172.39,59191.3925,15.857571601867676,15.802389144897461,15.98843765258789
b'2492129',59192,59172.39,59192.37,15.866251945495605,15.79592514038086,15.997764587402344
b'2492129',59193,59172.39,59193.280166666664,15.88049030303955,15.815282821655273,16.050758361816406
b'2492129',59194,59172.39,59194.332500000004,15.867559432983398,15.83106803894043,16.090351104736328
b'2492129',59195,59172.39,59195.27033333333,15.870203018188477,15.852256774902344,16.124267578125
b'2492129',59198,59172.39,59198.3,15.940842628479004,15.861672401428223,16.230792999267578
b'2492129',59199,59172.39,59199.278,15.945759773254395,15.849239349365234,16.272674560546875
b'2492129',59200,59172.39,59200.31,15.952958106994629,15.900999069213867,16.28772735595703
b'2492860',59312,59311.203,59312.38,19.494001388549805,19.761425018310547,19.020227432250977
b'2492860',59313,59311.2,59313.3362,18.52535629272461,18.701946258544922,18.05489730834961
b'2492860',59314,59311.203,59314.29,17.813720703125,17.998329162597656,17.438858032226562
b'2492860',59315,59311.203,59315.236666666664,17.365345001220703,17.545759201049805,17.01840591430664
b'2492860',59316,59311.203,59316.41,17.000398635864258,17.129962921142578,16.710674285888672
b'2492860',59317,59311.2,59317.230200000005,16.85634994506836,16.953845977783203,16.598546981811523
b'2492860',59318,59311.203,59318.2475,16.725290298461914,16.83307647705078,16.49846649169922
b'2492860',59319,59311.203,59319.2475,16.689922332763672,16.75560760498047,16.463665008544922
b'2492860',59320,59311.2,59320.2476,16.660686492919922,16.666419982910156,16.42739486694336
b'2492860',59321,59311.203,59321.25,16.658428192138672,16.64373779296875,16.441993713378906
b'2492860',59322,59311.203,59322.24483333333,16.650859832763672,16.628297805786133,16.481035232543945
b'2492860',59324,59311.203,59324.23416666667,16.685752868652344,16.618722915649414,16.502058029174805
b'2492860',59328,59311.203,59328.277,16.77079200744629,16.73320770263672,16.63644790649414
b'2492860',59332,59311.203,59332.3,16.851634979248047,16.849409103393555,16.783771514892578
b'2492860',59333,59311.203,59333.32,16.885021209716797,16.88486099243164,16.815635681152344
b'2492860',59334,59311.203,59334.32833333333,16.902549743652344,16.927593231201172,16.854642868041992
b'2492860',59335,59311.203,59335.41,16.91398811340332,16.944969177246094,16.89484214782715
b'2492860',59337,59311.203,59337.27,16.972637176513672,16.981868743896484,16.98145294189453
b'2492860',59338,59311.203,59338.27,17.000995635986328,17.017169952392578,17.023296356201172
b'2494619',58975,58968.297,58975.42,17.562496185302734,17.771358489990234,17.612869262695312
b'2497228',59254,59248.445,59254.4108,18.12183380126953,18.390518188476562,18.18643569946289
b'2498525',59356,59355.31,59356.307499999995,19.876983642578125,19.924219131469727,19.79437255859375
b'2498525',59357,59355.31,59357.31,19.381988525390625,19.581920623779297,19.157127380371094
b'2498525',59358,59355.31,59358.30783333333,19.025390625,19.26807975769043,18.74654197692871
b'2498525',59361,59355.31,59361.29383333333,18.43491554260254,18.756919860839844,18.332239151000977
b'2498525',59363,59355.31,59363.31,18.364835739135742,18.6173152923584,18.28394317626953
b'2498525',59364,59355.31,59364.26,18.403182983398438,18.717227935791016,18.341581344604492
b'2498525',59365,59355.31,59365.27,18.481382369995117,18.758121490478516,18.413503646850586
b'2498525',59366,59355.31,59366.27,18.586380004882812,18.8262939453125,18.50115394592285
b'2498525',59367,59355.31,59367.25716666667,18.67051887512207,18.88458251953125,18.608430862426758
b'2498525',59368,59355.31,59368.285,18.785606384277344,18.922212600708008,18.677988052368164
b'2498525',59370,59355.31,59370.28,18.843379974365234,19.007110595703125,18.855443954467773
b'2498525',59372,59355.31,59372.265,18.935993194580078,19.0825252532959,19.00992202758789
b'2498525',59373,59355.31,59373.2675,18.997947692871094,19.10751724243164,19.018728256225586
b'2498525',59374,59355.31,59374.2675,19.077274322509766,19.148662567138672,19.064098358154297
b'2498525',59377,59355.31,59377.27,19.131572723388672,19.240234375,19.283946990966797
b'2499905',58975,58962.34,58975.42,19.916610717773438,19.88546371459961,20.548036575317383
b'2501837',59027,59014.203,59027.27,19.701026916503906,19.40972328186035,19.930850982666016
b'2502375',59313,59304.156,59313.3362,17.990482330322266,18.090118408203125,17.850238800048828
b'2502375',59317,59304.156,59317.230200000005,17.960655212402344,18.125518798828125,17.916698455810547
b'2502375',59318,59304.156,59318.2475,17.947053909301758,18.180152893066406,17.916629791259766
b'2502375',59319,59304.156,59319.24583333333,17.92261505126953,18.12310028076172,17.893264770507812
b'2502375',59320,59304.156,59320.265,17.922096252441406,18.156858444213867,18.00859832763672
b'2502375',59321,59304.156,59321.25,17.908279418945312,18.176395416259766,18.057098388671875
b'2502375',59324,59304.156,59324.232833333335,17.884679794311523,18.13317108154297,18.076210021972656
b'2502375',59328,59304.156,59328.26666666667,17.93965721130371,18.118881225585938,18.298057556152344
b'2502375',59332,59304.156,59332.3,17.929227828979492,18.143386840820312,18.43933868408203
b'2508229',58980,58980.25,58980.256666666675,21.384540557861328,21.482666015625,21.0811824798584
b'2508229',58985,58980.25,58985.26,21.221412658691406,21.30075454711914,21.094497680664062
b'2508566',58975,58968.297,58975.42,19.333030700683594,19.204301834106445,19.415023803710938
b'2510797',59220,59215.49,59220.63,20.725082397460938,20.741992950439453,20.715547561645508
b'2510797',59221,59215.49,59221.556599999996,20.551593780517578,20.78826141357422,20.710044860839844
b'2510797',59222,59215.49,59222.579999999994,20.763111114501953,20.486425399780273,20.818744659423828
b'2510797',59226,59215.49,59226.63,20.78903579711914,20.996639251708984,20.892013549804688
b'2510797',59228,59215.49,59228.66333333333,20.774337768554688,20.621318817138672,21.02315902709961
b'2511117',59313,59309.188,59313.3362,16.309648513793945,16.38670539855957,16.126148223876953
b'2511117',59315,59309.188,59315.236666666664,16.090293884277344,16.147884368896484,15.98654842376709
b'2511117',59316,59309.188,59316.41,16.048086166381836,16.096256256103516,15.964493751525879
b'2511117',59317,59309.188,59317.230200000005,16.069469451904297,16.01585578918457,15.950765609741211
b'2511117',59318,59309.188,59318.2475,16.044065475463867,16.036157608032227,15.961843490600586
b'2511117',59319,59309.188,59319.2475,16.069082260131836,16.010013580322266,15.974431991577148
b'2511117',59320,59309.188,59320.265,16.084646224975586,15.995007514953613,15.994485855102539
b'2511117',59321,59309.188,59321.25,16.101037979125977,16.022960662841797,16.017322540283203
b'2511117',59322,59309.188,59322.2564,16.12222671508789,16.043840408325195,16.043716430664062
b'2511117',59337,59309.188,59337.27,16.37144660949707,16.289514541625977,16.55670738220215
b'2511117',59338,59309.188,59338.27,16.371273040771484,16.306217193603516,16.63812828063965
b'2511728',59267,59264.16,59267.23,16.113370895385742,16.05597496032715,16.075178146362305
b'2511728',59272,59264.16,59272.235,15.88314151763916,15.766427993774414,15.94092845916748
b'2511728',59277,59264.16,59277.24,15.909934997558594,15.76071548461914,16.04403305053711
b'2511914',58937,58937.387,58937.5252,17.62901496887207,17.52585792541504,18.213764190673828
b'2512450',59191,59190.39,59191.3925,18.571075439453125,18.596542358398438,18.305652618408203
b'2512450',59192,59190.39,59192.37,17.492536544799805,17.617412567138672,17.362258911132812
b'2512450',59193,59190.39,59193.280166666664,16.815963745117188,17.01302719116211,16.723384857177734
b'2512450',59194,59190.39,59194.332500000004,16.31191635131836,16.53899574279785,16.19869041442871
b'2512450',59195,59190.39,59195.27033333333,15.926684379577637,16.13515853881836,15.838409423828125
b'2512450',59198,59190.39,59198.3,15.125898361206055,15.384968757629395,15.02287769317627
b'2512450',59199,59190.39,59199.278,14.899045944213867,15.208259582519531,14.819450378417969
b'2512450',59200,59190.39,59200.31,14.744633674621582,15.048990249633789,14.672048568725586
b'2512450',59212,59190.39,59212.33,14.126788139343262,14.858619689941406,14.116395950317383
b'2512450',59216,59190.39,59216.22333333333,14.266758918762207,14.968465805053711,14.24630069732666
b'2512450',59219,59190.39,59219.27,14.469886779785156,15.237701416015625,14.404855728149414
b'2513371',59313,59304.156,59313.3362,16.36688232421875,16.32594108581543,16.70986557006836
b'2513371',59317,59304.156,59317.230200000005,16.433002471923828,16.350048065185547,16.976221084594727
b'2513371',59318,59304.156,59318.2475,16.465837478637695,16.382335662841797,17.07150650024414
b'2513371',59319,59304.156,59319.24583333333,16.537750244140625,16.413124084472656,17.161762237548828
b'2513371',59320,59304.156,59320.265,16.574369430541992,16.437870025634766,17.30759048461914
b'2513371',59321,59304.156,59321.25,16.61977195739746,16.45964813232422,17.372577667236328
b'2513371',59324,59304.156,59324.232833333335,16.832172393798828,16.579120635986328,17.71678924560547
b'2513371',59328,59304.156,59328.26666666667,17.11227798461914,16.807334899902344,18.0192928314209
b'2513371',59332,59304.156,59332.3,17.390220642089844,17.116851806640625,18.319107055664062
b'251425',58975,58968.297,58975.42,19.266910552978516,19.371479034423828,19.402973175048828
b'2519223',59313,59304.156,59313.3362,16.077594757080078,16.751300811767578,16.189817428588867
b'2519223',59317,59304.156,59317.230200000005,16.324798583984375,17.022174835205078,16.411142349243164
b'2519223',59318,59304.156,59318.2475,16.386585235595703,17.10124969482422,16.454914093017578
b'2519223',59319,59304.156,59319.24583333333,16.437191009521484,17.181396484375,16.524547576904297
b'2519223',59320,59304.156,59320.265,16.513790130615234,17.26259422302246,16.6169376373291
b'2519223',59321,59304.156,59321.25,16.560482025146484,17.29067611694336,16.669567108154297
b'2519223',59324,59304.156,59324.232833333335,16.679697036743164,17.322580337524414,16.90717315673828
b'2519223',59328,59304.156,59328.26666666667,16.750940322875977,17.218273162841797,17.28687858581543
b'2519223',59332,59304.156,59332.3,16.797273635864258,17.140640258789062,17.65184211730957
b'2520510',59313,59310.24,59313.3362,19.124347686767578,19.182231903076172,19.51784896850586
b'2520510',59317,59310.24,59317.230200000005,18.003992080688477,18.160812377929688,18.17702865600586
b'2520510',59318,59310.24,59318.2475,17.888134002685547,17.901704788208008,18.039379119873047
b'2520510',59319,59310.24,59319.24583333333,17.73945426940918,17.800872802734375,17.837833404541016
b'2520510',59320,59310.24,59320.265,17.621267318725586,17.674814224243164,17.7445068359375
b'2520510',59321,59310.24,59321.25,17.50611114501953,17.58566665649414,17.61248207092285
b'2520510',59324,59310.24,59324.232833333335,17.183700561523438,17.26467514038086,17.26490020751953
b'2520510',59328,59310.24,59328.26666666667,16.880245208740234,16.894718170166016,17.048782348632812
b'2520510',59332,59310.24,59332.3,16.827720642089844,16.730602264404297,17.245067596435547
b'2520510',59335,59310.24,59335.41,16.980247497558594,16.863237380981445,17.701292037963867
b'2520510',59337,59310.24,59337.27,17.21625518798828,17.01409912109375,17.944875717163086
b'2520510',59338,59310.24,59338.27,17.27969741821289,17.116985321044922,18.110294342041016
b'2524597',59338,59338.27,59338.27,19.282573699951172,19.473146438598633,18.757225036621094
b'2524597',59343,59338.27,59343.24025,16.007421493530273,16.136348724365234,15.740753173828125
b'2524597',59345,59338.27,59345.2365,15.840875625610352,15.907591819763184,15.579461097717285
b'2525054',58975,58971.22,58975.42,18.576744079589844,18.597684860229492,18.453306198120117
b'2525829',59389,59389.27,59389.27,15.4794921875,15.428691864013672,15.254193305969238
b'2525829',59394,59389.27,59394.28,15.518020629882812,15.390219688415527,15.347118377685547
b'2525829',59400,59389.27,59400.27,15.597047805786133,15.565422058105469,15.522942543029785
b'2525829',59406,59389.27,59406.27,15.715248107910156,15.714865684509277,15.76891040802002
b'2525829',59412,59389.27,59412.27,15.837715148925781,15.809664726257324,15.991402626037598
b'252670',59357,59357.31,59357.31,16.863311767578125,17.14944839477539,16.56670379638672
b'252670',59359,59357.31,59359.29,16.476154327392578,16.740089416503906,16.36514663696289
b'252670',59362,59357.31,59362.345,16.29312515258789,16.528202056884766,16.27326202392578
b'252670',59363,59357.31,59363.313833333326,16.260093688964844,16.464136123657227,16.332923889160156
b'252670',59364,59357.31,59364.26,16.264324188232422,16.437191009521484,16.365068435668945
b'252670',59367,59357.31,59367.259,16.31151008605957,16.37087059020996,16.43531036376953
b'252670',59372,59357.31,59372.265,16.47764778137207,16.622112274169922,16.642589569091797
b'252670',59374,59357.31,59374.2675,16.535045623779297,16.688270568847656,16.811222076416016
b'252670',59377,59357.31,59377.27,16.591276168823242,16.700109481811523,16.81863784790039
b'2527244',59246,59229.23,59246.23,18.985496520996094,19.003726959228516,20.017364501953125
b'2527244',59255,59229.23,59255.23,19.41414451599121,19.36913299560547,20.80580711364746
b'2527252',58980,58980.25,58980.256666666675,20.72894287109375,20.924474716186523,20.760021209716797
b'2527252',58985,58980.25,58985.26,20.673389434814453,20.62847328186035,20.785179138183594
b'2529289',59322,59315.215,59322.4,20.390628814697266,20.775407791137695,20.210582733154297
b'2530674',59162,59162.46,59162.46,18.394350051879883,18.49311065673828,18.172639846801758
b'2530674',59163,59162.46,59163.37,18.12926483154297,18.12390899658203,18.029865264892578
b'2530674',59164,59162.457,59164.445166666665,18.020082473754883,18.098642349243164,17.75013542175293
b'2530674',59166,59162.46,59166.4,17.80095672607422,17.94681739807129,17.773174285888672
b'2530674',59167,59162.457,59167.378666666664,17.724267959594727,17.93671417236328,17.757009506225586
b'2530674',59169,59162.457,59169.3565,17.671798706054688,17.899442672729492,17.76171112060547
b'2530674',59170,59162.46,59170.39,17.661516189575195,17.835527420043945,17.786739349365234
b'2530674',59172,59162.46,59172.39,17.63500213623047,17.819297790527344,17.819562911987305
b'2530674',59173,59162.46,59173.39,17.612781524658203,17.744037628173828,17.811922073364258
b'2530674',59183,59162.46,59183.39,17.573579788208008,17.729171752929688,17.978107452392578
b'2530674',59184,59162.457,59184.244666666666,17.605709075927734,17.747629165649414,17.974687576293945
b'2530674',59185,59162.46,59185.23,17.613204956054688,17.71224594116211,18.046310424804688
b'2530674',59187,59162.46,59187.42,17.628843307495117,17.69880485534668,18.13690185546875
b'2530674',59188,59162.457,59188.295000000006,17.664947509765625,17.695711135864258,18.153831481933594
b'2530674',59189,59162.46,59189.37,17.653820037841797,17.671688079833984,18.181726455688477
b'2530674',59190,59162.46,59190.342599999996,17.638351440429688,17.68316650390625,18.200891494750977
b'2530674',59191,59162.46,59191.3925,17.65393829345703,17.631229400634766,18.21371841430664
b'2530674',59192,59162.46,59192.37,17.63349723815918,17.596736907958984,18.23377227783203
b'2532481',59312,59305.285,59312.38,14.304082870483398,14.968844413757324,14.253493309020996
b'2532481',59313,59305.29,59313.3362,14.373977661132812,15.068634986877441,14.324197769165039
b'2532481',59314,59305.285,59314.29,14.437505722045898,15.13750171661377,14.382026672363281
b'2532481',59315,59305.285,59315.236666666664,14.528578758239746,15.212034225463867,14.468649864196777
b'2532481',59316,59305.285,59316.41,14.58026123046875,15.288806915283203,14.563478469848633
b'2532481',59317,59305.29,59317.230200000005,14.622735977172852,15.29289436340332,14.614068031311035
b'2532481',59318,59305.285,59318.2475,14.684263229370117,15.316691398620605,14.68138599395752
b'2532481',59319,59305.285,59319.2475,14.701794624328613,15.277242660522461,14.777057647705078
b'2532481',59320,59305.29,59320.2476,14.728416442871094,15.27175521850586,14.863028526306152
b'2532481',59321,59305.285,59321.25,14.757064819335938,15.260232925415039,14.929828643798828
b'2532481',59322,59305.285,59322.24483333333,14.7823486328125,15.252792358398438,15.01507568359375
b'2532481',59324,59305.285,59324.23416666667,14.782977104187012,15.222454071044922,15.171968460083008
b'2532481',59328,59305.285,59328.277,14.87313461303711,15.101648330688477,15.498862266540527
b'2532481',59332,59305.285,59332.3,14.99422550201416,15.096914291381836,15.769233703613281
b'2532481',59333,59305.285,59333.32,15.032649993896484,15.129237174987793,15.87105655670166
b'2532481',59334,59305.285,59334.32833333333,15.077093124389648,15.130849838256836,15.93008041381836
b'253286',59173,59173.39,59173.39,19.578678131103516,19.798755645751953,19.933748245239258
b'253286',59183,59173.39,59183.39,16.12090301513672,16.33392333984375,16.393505096435547
b'253286',59184,59173.39,59184.244666666666,16.03692626953125,16.228206634521484,16.338289260864258
b'253286',59185,59173.39,59185.23,15.91946029663086,16.161941528320312,16.32750701904297
b'253286',59187,59173.39,59187.42,15.842472076416016,16.002952575683594,16.205278396606445
b'253286',59188,59173.39,59188.295000000006,15.834027290344238,15.947842597961426,16.185853958129883
b'253286',59189,59173.39,59189.37,15.820327758789062,15.902485847473145,16.193038940429688
b'253286',59190,59173.387,59190.342599999996,15.810708999633789,15.8653564453125,16.225284576416016
b'253286',59191,59173.39,59191.3925,15.814239501953125,15.867887496948242,16.241825103759766
b'253286',59192,59173.39,59192.37,15.835591316223145,15.85507583618164,16.275981903076172
b'253286',59193,59173.39,59193.280166666664,15.841178894042969,15.841794967651367,16.332443237304688
b'253286',59194,59173.39,59194.332500000004,15.873287200927734,15.841676712036133,16.454559326171875
b'253286',59195,59173.39,59195.27033333333,15.88753604888916,15.882965087890625,16.556793212890625
b'253286',59198,59173.39,59198.3,16.012893676757812,15.94509220123291,16.800067901611328
b'253286',59199,59173.39,59199.278,16.08942985534668,15.976205825805664,16.902536392211914
b'253286',59200,59173.39,59200.31,16.127281188964844,15.997628211975098,17.001079559326172
b'2532975',59230,59228.66,59230.15966666667,19.827259063720703,20.341272354125977,19.933883666992188
b'2532975',59231,59228.66,59231.4725,19.75979995727539,19.764148712158203,19.695283889770508
b'2532975',59235,59228.66,59235.47,18.793228149414062,18.660907745361328,19.077651977539062
b'2532975',59254,59228.664,59254.4108,18.785314559936523,18.90496063232422,18.765857696533203
b'2534972',59291,59290.324,59291.41,18.167692184448242,18.48898696899414,18.138629913330078
b'2535192',59220,59215.49,59220.63,17.07986831665039,17.01786231994629,18.026962280273438
b'2535192',59221,59215.49,59221.56716666667,17.11322784423828,17.004314422607422,18.093286514282227
b'2535192',59222,59215.49,59222.58,17.151947021484375,17.034748077392578,18.164527893066406
b'2535192',59226,59215.49,59226.63,17.400726318359375,17.113941192626953,18.56830596923828
b'2535192',59228,59215.49,59228.662500000006,17.541202545166016,17.253379821777344,18.747249603271484
b'2535192',59230,59215.49,59230.1705,17.58395767211914,17.325092315673828,18.892967224121094
b'2535192',59231,59215.49,59231.473,17.6558780670166,17.349388122558594,18.901708602905273
b'2535192',59235,59215.49,59235.47,17.85250473022461,17.499605178833008,19.391204833984375
b'2535557',59220,59215.49,59220.63,20.06841278076172,19.945789337158203,20.052457809448242
b'2535557',59221,59215.49,59221.56716666667,20.006799697875977,20.070762634277344,20.249958038330078
b'2535557',59222,59215.49,59222.58,20.023622512817383,19.84629249572754,20.190500259399414
b'2535557',59226,59215.49,59226.63,20.053489685058594,19.932872772216797,20.405609130859375
b'2535557',59228,59215.49,59228.66333333333,20.052289962768555,20.042156219482422,20.177827835083008
b'2535557',59230,59215.49,59230.15966666667,20.112762451171875,20.04363250732422,20.547805786132812
b'2535557',59231,59215.49,59231.4725,20.707691192626953,20.314558029174805,20.372596740722656
b'2535557',59235,59215.49,59235.47,20.370403289794922,20.431194305419922,20.655864715576172
b'2535566',59353,59350.19,59353.305,18.915935516357422,18.83098602294922,19.2369384765625
b'2535566',59354,59350.19,59354.328,18.572242736816406,18.56729507446289,18.992290496826172
b'2535566',59357,59350.19,59357.31,18.000652313232422,17.955615997314453,18.494911193847656
b'2535566',59359,59350.19,59359.29,17.71392822265625,17.652080535888672,18.367084503173828
b'2535566',59362,59350.19,59362.345,17.440319061279297,17.35133171081543,18.187419891357422
b'2535566',59363,59350.19,59363.313833333326,17.376508712768555,17.28561782836914,18.139320373535156
b'2535566',59364,59350.19,59364.26,17.380216598510742,17.185470581054688,18.20629119873047
b'2535566',59367,59350.19,59367.259,17.392873764038086,17.19423484802246,18.246051788330078
b'2535566',59372,59350.19,59372.265,17.711069107055664,17.406951904296875,18.78740692138672
b'2535566',59374,59350.19,59374.2675,17.93181037902832,17.59292221069336,19.01795768737793
b'2535566',59377,59350.19,59377.27,18.241596221923828,17.765094757080078,19.363887786865234
b'2535707',58937,58937.387,58937.5252,19.768754959106445,19.823589324951172,19.602371215820312
b'2536121',59313,59304.156,59313.3362,16.707618713378906,16.90545654296875,16.945819854736328
b'2536121',59317,59304.156,59317.230200000005,16.464879989624023,16.593017578125,16.718263626098633
b'2536121',59318,59304.156,59318.2475,16.437164306640625,16.583271026611328,16.719690322875977
b'2536121',59319,59304.156,59319.24583333333,16.405548095703125,16.576383590698242,16.77280044555664
b'2536121',59320,59304.156,59320.265,16.411312103271484,16.54281234741211,16.826093673706055
b'2536121',59321,59304.156,59321.25,16.431236267089844,16.548545837402344,16.885290145874023
b'2536121',59324,59304.156,59324.232833333335,16.54123306274414,16.573671340942383,17.112163543701172
b'2536121',59328,59304.156,59328.26666666667,16.785165786743164,16.72072982788086,17.587554931640625
b'2536121',59332,59304.156,59332.3,17.05105972290039,16.898540496826172,17.91155242919922
b'2536252',59027,59023.215,59027.27,19.890819549560547,19.697750091552734,19.72731590270996
b'2537670',59195,59194.34,59195.27033333333,18.26285743713379,18.316696166992188,17.949687957763672
b'2537670',59198,59194.34,59198.3,16.259920120239258,16.258825302124023,16.098495483398438
b'2537670',59199,59194.34,59199.278,15.987531661987305,15.960760116577148,15.884210586547852
b'2537670',59200,59194.34,59200.31,15.814624786376953,15.778942108154297,15.75562572479248
b'2537670',59212,59194.34,59212.33,15.63915729522705,15.580111503601074,15.820874214172363
b'2537670',59216,59194.34,59216.22333333333,15.658740997314453,15.575989723205566,15.927094459533691
b'2537670',59219,59194.34,59219.27,15.694084167480469,15.578691482543945,16.02005958557129
b'2537670',59222,59194.336,59222.257000000005,15.708918571472168,15.596884727478027,16.112483978271484
b'2539256',59183,59174.26,59183.39,14.604402542114258,14.924193382263184,14.546278953552246
b'2539256',59184,59174.26,59184.244666666666,14.449853897094727,14.791160583496094,14.389237403869629
b'2539256',59185,59174.26,59185.23,14.328408241271973,14.654764175415039,14.241515159606934
b'2539256',59187,59174.26,59187.42,14.098567008972168,14.450726509094238,13.988391876220703
b'2539256',59188,59174.26,59188.295000000006,14.025797843933105,14.429384231567383,13.93685245513916
b'2539256',59189,59174.26,59189.37,13.985177993774414,14.427864074707031,13.889741897583008
b'2539256',59190,59174.26,59190.342599999996,13.941274642944336,14.470088958740234,13.856992721557617
b'2539256',59191,59174.26,59191.3925,13.924349784851074,14.502641677856445,13.847043991088867
b'2539256',59192,59174.26,59192.37,13.890958786010742,14.529354095458984,13.845785140991211
b'2539256',59193,59174.26,59193.280166666664,13.87341022491455,14.533515930175781,13.851408004760742
b'2539256',59194,59174.26,59194.332500000004,13.860710144042969,14.544845581054688,13.840143203735352
b'2539256',59195,59174.26,59195.27033333333,13.876943588256836,14.5774564743042,13.864288330078125
b'2539256',59198,59174.26,59198.3,13.944267272949219,14.659088134765625,13.952280044555664
b'2539256',59199,59174.26,59199.278,13.98397445678711,14.702855110168457,13.993270874023438
b'2539256',59200,59174.26,59200.31,13.995372772216797,14.747617721557617,14.039889335632324
b'2539759',59246,59229.23,59246.23,20.36571502685547,20.1069278717041,20.508209228515625
b'2539759',59255,59229.23,59255.23,20.358837127685547,20.570863723754883,20.82436180114746
b'2540728',59322,59321.266,59322.4,19.840057373046875,19.80226707458496,19.95671844482422
b'2540808',59231,59230.066,59231.4725,20.524091720581055,20.326038360595703,20.031192779541016
b'2540808',59235,59230.066,59235.47,19.79363250732422,19.523115158081055,20.0799560546875
b'2540808',59254,59230.07,59254.4108,19.303081512451172,19.638103485107422,19.776512145996094
b'2544529',59389,59380.27,59389.27,15.507702827453613,15.41129207611084,15.474517822265625
b'2544529',59394,59380.27,59394.28,15.53268814086914,15.443204879760742,15.558343887329102
b'2544529',59400,59380.27,59400.27,15.565839767456055,15.53023910522461,15.763517379760742
